source,category,gender,age_unit,age,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,0,1,49.1477,0.037900000000000003,43.6,45.4,47.3,49.1,51,52.9,54.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,1,1,50.329799999999999,0.037420000000000002,44.7,46.6,48.4,50.3,52.2,54.1,56
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,2,1,51.512,0.036940000000000001,45.8,47.7,49.6,51.5,53.4,55.3,57.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,3,1,52.469499999999996,0.03669,46.7,48.6,50.5,52.5,54.4,56.3,58.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,4,1,53.380899999999997,0.036470000000000002,47.5,49.5,51.4,53.4,55.3,57.3,59.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,5,1,54.245399999999997,0.036269999999999997,48.3,50.3,52.3,54.2,56.2,58.2,60.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,6,1,55.0642,0.036089999999999997,49.1,51.1,53.1,55.1,57.1,59,61
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,7,1,55.840600000000002,0.035929999999999997,49.8,51.8,53.8,55.8,57.8,59.9,61.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,8,1,56.576700000000002,0.035779999999999999,50.5,52.5,54.6,56.6,58.6,60.6,62.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,9,1,57.2761,0.035639999999999998,51.2,53.2,55.2,57.3,59.3,61.4,63.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,10,1,57.943600000000004,0.035520000000000003,51.8,53.8,55.9,57.9,60,62.1,64.099999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,11,1,58.581600000000002,0.035400000000000001,52.4,54.4,56.5,58.6,60.7,62.7,64.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,12,1,59.1922,0.035299999999999998,52.9,55,57.1,59.2,61.3,63.4,65.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-13-weeks_zscores.xlsx,age,female,week,13,1,59.777299999999997,0.035200000000000002,53.5,55.6,57.7,59.8,61.9,64,66.099999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,0,1,49.1477,0.037900000000000003,43.6,45.4,47.3,49.1,51,52.9,54.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,1,1,53.687199999999997,0.036400000000000002,47.8,49.8,51.7,53.7,55.6,57.6,59.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,2,1,57.067300000000003,0.035680000000000003,51,53,55,57.1,59.1,61.1,63.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,3,1,59.802900000000001,0.035200000000000002,53.5,55.6,57.7,59.8,61.9,64,66.099999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,4,1,62.0899,0.034860000000000002,55.6,57.8,59.9,62.1,64.3,66.400000000000006,68.599999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,5,1,64.030100000000004,0.034630000000000001,57.4,59.6,61.8,64,66.2,68.5,70.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,6,1,65.731099999999998,0.034479999999999997,58.9,61.2,63.5,65.7,68,70.3,72.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,7,1,67.287300000000002,0.034410000000000003,60.3,62.7,65,67.3,69.599999999999994,71.900000000000006,74.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,8,1,68.749799999999993,0.0344,61.7,64,66.400000000000006,68.7,71.099999999999994,73.5,75.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,9,1,70.143500000000003,0.034439999999999998,62.9,65.3,67.7,70.099999999999994,72.599999999999994,75,77.400000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,10,1,71.481800000000007,0.034520000000000002,64.099999999999994,66.5,69,71.5,73.900000000000006,76.400000000000006,78.900000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,11,1,72.771000000000001,0.034639999999999997,65.2,67.7,70.3,72.8,75.3,77.8,80.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,12,1,74.015000000000001,0.034790000000000001,66.3,68.900000000000006,71.400000000000006,74,76.599999999999994,79.2,81.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,13,1,75.217600000000004,0.034959999999999998,67.3,70,72.599999999999994,75.2,77.8,80.5,83.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,14,1,76.381699999999995,0.035139999999999998,68.3,71,73.7,76.400000000000006,79.099999999999994,81.7,84.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,15,1,77.509900000000002,0.035340000000000003,69.3,72,74.8,77.5,80.2,83,85.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,16,1,78.605500000000006,0.035549999999999998,70.2,73,75.8,78.599999999999994,81.400000000000006,84.2,87
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,17,1,79.671000000000006,0.03576,71.099999999999994,74,76.8,79.7,82.5,85.4,88.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,18,1,80.707899999999995,0.035979999999999998,72,74.900000000000006,77.8,80.7,83.6,86.5,89.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,19,1,81.718199999999996,0.036200000000000003,72.8,75.8,78.8,81.7,84.7,87.6,90.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,20,1,82.703599999999994,0.036429999999999997,73.7,76.7,79.7,82.7,85.7,88.7,91.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,21,1,83.665400000000005,0.036659999999999998,74.5,77.5,80.599999999999994,83.7,86.7,89.8,92.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,22,1,84.603999999999999,0.036880000000000003,75.2,78.400000000000006,81.5,84.6,87.7,90.8,94
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,23,1,85.520200000000003,0.037109999999999997,76,79.2,82.3,85.5,88.7,91.9,95
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_0-to-2-years_zscores.xlsx,age,female,month,24,1,86.415300000000002,0.037339999999999998,76.7,80,83.2,86.4,89.6,92.9,96.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,24,1,85.715299999999999,0.03764,76,79.3,82.5,85.7,88.9,92.2,95.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,25,1,86.590400000000002,0.037859999999999998,76.8,80,83.3,86.6,89.9,93.1,96.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,26,1,87.446200000000005,0.038080000000000003,77.5,80.8,84.1,87.4,90.8,94.1,97.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,27,1,88.283000000000001,0.038300000000000001,78.099999999999994,81.5,84.9,88.3,91.7,95,98.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,28,1,89.100399999999993,0.038510000000000003,78.8,82.2,85.7,89.1,92.5,96,99.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,29,1,89.899100000000004,0.038719999999999997,79.5,82.9,86.4,89.9,93.4,96.9,100.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,30,1,90.679699999999997,0.038929999999999999,80.099999999999994,83.6,87.1,90.7,94.2,97.7,101.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,31,1,91.442999999999998,0.039129999999999998,80.7,84.3,87.9,91.4,95,98.6,102.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,32,1,92.190600000000003,0.039329999999999997,81.3,84.9,88.6,92.2,95.8,99.4,103.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,33,1,92.923900000000003,0.03952,81.900000000000006,85.6,89.3,92.9,96.6,100.3,103.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,34,1,93.644400000000005,0.039710000000000002,82.5,86.2,89.9,93.6,97.4,101.1,104.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,35,1,94.353300000000004,0.039890000000000002,83.1,86.8,90.6,94.4,98.1,101.9,105.6
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,36,1,95.051500000000004,0.040059999999999998,83.6,87.4,91.2,95.1,98.9,102.7,106.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,37,1,95.739900000000006,0.040239999999999998,84.2,88,91.9,95.7,99.6,103.4,107.3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,38,1,96.418700000000001,0.040410000000000001,84.7,88.6,92.5,96.4,100.3,104.2,108.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,39,1,97.088499999999996,0.040570000000000002,85.3,89.2,93.1,97.1,101,105,108.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,40,1,97.749300000000005,0.040730000000000002,85.8,89.8,93.8,97.7,101.7,105.7,109.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,41,1,98.401499999999999,0.040890000000000003,86.3,90.4,94.4,98.4,102.4,106.4,110.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,42,1,99.044799999999995,0.041050000000000003,86.8,90.9,95,99,103.1,107.2,111.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,43,1,99.679500000000004,0.041200000000000001,87.4,91.5,95.6,99.7,103.8,107.9,112
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,44,1,100.3058,0.041349999999999998,87.9,92,96.2,100.3,104.5,108.6,112.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,45,1,100.9238,0.041500000000000002,88.4,92.5,96.7,100.9,105.1,109.3,113.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,46,1,101.5337,0.041640000000000003,88.9,93.1,97.3,101.5,105.8,110,114.2
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,47,1,102.136,0.041790000000000001,89.3,93.6,97.9,102.1,106.4,110.7,114.9
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,48,1,102.7312,0.041930000000000002,89.8,94.1,98.4,102.7,107,111.3,115.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,49,1,103.3197,0.04206,90.3,94.6,99,103.3,107.7,112,116.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,50,1,103.9021,0.042200000000000001,90.7,95.1,99.5,103.9,108.3,112.7,117.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,51,1,104.4786,0.04233,91.2,95.6,100.1,104.5,108.9,113.3,117.7
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,52,1,105.04940000000001,0.042459999999999998,91.7,96.1,100.6,105,109.5,114,118.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,53,1,105.6148,0.042590000000000003,92.1,96.6,101.1,105.6,110.1,114.6,119.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,54,1,106.1748,0.042720000000000001,92.6,97.1,101.6,106.2,110.7,115.2,119.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,55,1,106.7295,0.042849999999999999,93,97.6,102.2,106.7,111.3,115.9,120.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,56,1,107.2788,0.042979999999999997,93.4,98.1,102.7,107.3,111.9,116.5,121.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,57,1,107.8227,0.043099999999999999,93.9,98.5,103.2,107.8,112.5,117.1,121.8
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,58,1,108.3613,0.043220000000000001,94.3,99,103.7,108.4,113,117.7,122.4
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,59,1,108.8948,0.043339999999999997,94.7,99.5,104.2,108.9,113.6,118.3,123.1
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/lhfa_girls_2-to-5-years_zscores.xlsx,age,female,month,60,1,109.4233,0.043470000000000002,95.2,99.9,104.7,109.4,114.2,118.9,123.7
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,61,1,109.6016,0.043549999999999998,95.281999999999996,100.05500000000001,104.828,109.602,114.375,119.148,123.92100000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,62,1,110.1258,0.043639999999999998,95.707999999999998,100.514,105.32,110.126,114.932,119.738,124.54300000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,63,1,110.6451,0.043729999999999998,96.13,100.968,105.807,110.645,115.48399999999999,120.322,125.161
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,64,1,111.1596,0.043819999999999998,96.546999999999997,101.41800000000001,106.289,111.16,116.03100000000001,120.902,125.773
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,65,1,111.6696,0.043900000000000002,96.962999999999994,101.86499999999999,106.767,111.67,116.572,121.474,126.376
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,66,1,112.17529999999999,0.043990000000000001,97.372,102.306,107.241,112.175,117.11,122.044,126.979
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,67,1,112.6767,0.044069999999999998,97.78,102.745,107.711,112.67700000000001,117.642,122.608,127.574
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,68,1,113.17400000000001,0.044150000000000002,98.183999999999997,103.181,108.17700000000001,113.17400000000001,118.17100000000001,123.167,128.16399999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,69,1,113.66719999999999,0.044229999999999998,98.584999999999994,103.61199999999999,108.64,113.667,118.69499999999999,123.72199999999999,128.75
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,70,1,114.15649999999999,0.044310000000000002,98.981999999999999,104.04,109.098,114.15600000000001,119.215,124.273,129.33099999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,71,1,114.6421,0.044389999999999999,99.375,104.464,109.553,114.642,119.73099999999999,124.82,129.90899999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,72,1,115.12439999999999,0.044470000000000003,99.766000000000005,104.88500000000001,110.005,115.124,120.244,125.364,130.483
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,73,1,115.6039,0.044540000000000003,100.157,105.306,110.455,115.604,120.753,125.902,131.05099999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,74,1,116.0812,0.044609999999999997,100.54600000000001,105.724,110.90300000000001,116.081,121.26,126.438,131.61600000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,75,1,116.5568,0.044690000000000001,100.93,106.139,111.348,116.557,121.76600000000001,126.97499999999999,132.184
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,76,1,117.0311,0.044749999999999998,101.32,106.557,111.794,117.03100000000001,122.268,127.505,132.74299999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,77,1,117.5044,0.044819999999999999,101.705,106.971,112.238,117.504,122.771,128.03700000000001,133.304
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,78,1,117.9769,0.044889999999999999,102.089,107.38500000000001,112.681,117.977,123.273,128.56899999999999,133.86500000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,79,1,118.44889999999999,0.044949999999999997,102.476,107.8,113.125,118.449,123.773,129.09700000000001,134.422
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,80,1,118.9208,0.045019999999999998,102.85899999999999,108.21299999999999,113.56699999999999,118.92100000000001,124.27500000000001,129.62799999999999,134.982
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,81,1,119.3926,0.045080000000000002,103.246,108.628,114.01,119.393,124.77500000000001,130.15700000000001,135.53899999999999
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,82,1,119.8648,0.04514,103.633,109.04300000000001,114.45399999999999,119.86499999999999,125.27500000000001,130.68600000000001,136.09700000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,83,1,120.3374,0.045199999999999997,104.02,109.459,114.898,120.337,125.777,131.21600000000001,136.655
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,84,1,120.8105,0.045249999999999999,104.41,109.877,115.34399999999999,120.81,126.277,131.744,137.21100000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,85,1,121.2843,0.045310000000000003,104.798,110.294,115.789,121.28400000000001,126.78,132.27500000000001,137.77000000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,86,1,121.7587,0.045359999999999998,105.19,110.71299999999999,116.236,121.759,127.282,132.80500000000001,138.328
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,87,1,122.2338,0.045420000000000002,105.578,111.13,116.682,122.23399999999999,127.786,133.33799999999999,138.88900000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,88,1,122.7098,0.045469999999999997,105.971,111.551,117.13,122.71,128.28899999999999,133.869,139.44900000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,89,1,123.18680000000001,0.045510000000000002,106.36799999999999,111.974,117.581,123.187,128.79300000000001,134.399,140.005
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,90,1,123.66459999999999,0.045560000000000003,106.762,112.396,118.03,123.66500000000001,129.29900000000001,134.93299999999999,140.56700000000001
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,91,1,124.1435,0.045609999999999998,107.157,112.819,118.48099999999999,124.14400000000001,129.80600000000001,135.46799999999999,141.13
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,92,1,124.6234,0.045650000000000003,107.556,113.245,118.934,124.623,130.31200000000001,136.00200000000001,141.691
https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-girls-z-who-2007-exp.xlsx,age,female,month,93,1,125.1045,0.045690000000000001,107.956,113.672,119.38800000000001,125.104,130.821,136.53700000000001,142.25299999999999
