source,category,gender,age_unit,age,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,293,1,70.9876,0.03449,63.643000000000001,66.090999999999994,68.539000000000001,70.988,73.436000000000007,75.884,78.332999999999998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,294,1,71.031400000000005,0.03449,63.682000000000002,66.132000000000005,68.581999999999994,71.031000000000006,73.480999999999995,75.930999999999997,78.381
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,295,1,71.075000000000003,0.034500000000000003,63.719000000000001,66.171000000000006,68.623000000000005,71.075000000000003,73.527000000000001,75.978999999999999,78.430999999999997
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,296,1,71.118700000000004,0.034500000000000003,63.758000000000003,66.212000000000003,68.665000000000006,71.119,73.572000000000003,76.025999999999996,78.478999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,297,1,71.162199999999999,0.034500000000000003,63.796999999999997,66.251999999999995,68.706999999999994,71.162000000000006,73.617000000000004,76.072000000000003,78.527000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,298,1,71.205699999999993,0.034500000000000003,63.835999999999999,66.293000000000006,68.748999999999995,71.206000000000003,73.662000000000006,76.119,78.575000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,299,1,71.249200000000002,0.034509999999999999,63.872999999999998,66.331999999999994,68.790000000000006,71.248999999999995,73.707999999999998,76.167000000000002,78.626000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,300,1,71.292599999999993,0.034509999999999999,63.911999999999999,66.372,68.831999999999994,71.293000000000006,73.753,76.212999999999994,78.674000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,301,1,71.335899999999995,0.034509999999999999,63.95,66.412000000000006,68.873999999999995,71.335999999999999,73.798000000000002,76.260000000000005,78.721000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,302,1,71.379199999999997,0.034520000000000002,63.987000000000002,66.450999999999993,68.915000000000006,71.379000000000005,73.843000000000004,76.307000000000002,78.771000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,303,1,71.422399999999996,0.034520000000000002,64.025999999999996,66.491,68.956999999999994,71.421999999999997,73.888000000000005,76.352999999999994,78.819000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,304,1,71.465599999999995,0.034520000000000002,64.064999999999998,66.531999999999996,68.998999999999995,71.465999999999994,73.933000000000007,76.400000000000006,78.867000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,305,1,71.508799999999994,0.034529999999999998,64.100999999999999,66.569999999999993,69.040000000000006,71.509,73.977999999999994,76.447000000000003,78.915999999999997
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,306,1,71.5518,0.034529999999999998,64.14,66.61,69.081000000000003,71.552000000000007,74.022000000000006,76.492999999999995,78.963999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,307,1,71.594899999999996,0.034529999999999998,64.177999999999997,66.650999999999996,69.123000000000005,71.594999999999999,74.066999999999993,76.539000000000001,79.010999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,308,1,71.637799999999999,0.034540000000000001,64.215000000000003,66.688999999999993,69.162999999999997,71.638000000000005,74.111999999999995,76.587000000000003,79.061000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,309,1,71.680800000000005,0.034540000000000001,64.253,66.728999999999999,69.204999999999998,71.680999999999997,74.156999999999996,76.632999999999996,79.108000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,310,1,71.723600000000005,0.034540000000000001,64.292000000000002,66.769000000000005,69.245999999999995,71.724000000000004,74.200999999999993,76.677999999999997,79.156000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,311,1,71.766400000000004,0.034549999999999997,64.328000000000003,66.807000000000002,69.287000000000006,71.766000000000005,74.245999999999995,76.724999999999994,79.204999999999998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,312,1,71.809200000000004,0.034549999999999997,64.366,66.846999999999994,69.328000000000003,71.808999999999997,74.290000000000006,76.771000000000001,79.251999999999995
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,313,1,71.851900000000001,0.03456,64.402000000000001,66.885000000000005,69.369,71.852000000000004,74.334999999999994,76.817999999999998,79.302000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,314,1,71.894599999999997,0.03456,64.441000000000003,66.924999999999997,69.41,71.894999999999996,74.379000000000005,76.864000000000004,79.349000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,315,1,71.937200000000004,0.03456,64.478999999999999,66.965000000000003,69.450999999999993,71.936999999999998,74.423000000000002,76.909000000000006,79.396000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,316,1,71.979799999999997,0.034569999999999997,64.515000000000001,67.003,69.491,71.98,74.468000000000004,76.956000000000003,79.444999999999993
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,317,1,72.022300000000001,0.034569999999999997,64.552999999999997,67.043000000000006,69.531999999999996,72.022000000000006,74.512,77.001999999999995,79.492000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,318,1,72.064700000000002,0.034569999999999997,64.590999999999994,67.081999999999994,69.572999999999993,72.064999999999998,74.555999999999997,77.046999999999997,79.539000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,319,1,72.107100000000003,0.03458,64.626999999999995,67.12,69.614000000000004,72.106999999999999,74.600999999999999,77.093999999999994,79.587000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,320,1,72.149500000000003,0.03458,64.665000000000006,67.16,69.655000000000001,72.150000000000006,74.644000000000005,77.138999999999996,79.634
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,321,1,72.191800000000001,0.034590000000000003,64.7,67.197999999999993,69.694999999999993,72.191999999999993,74.688999999999993,77.186000000000007,79.683000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,322,1,72.233999999999995,0.034590000000000003,64.738,67.236999999999995,69.734999999999999,72.233999999999995,74.733000000000004,77.230999999999995,79.73
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,323,1,72.276200000000003,0.034590000000000003,64.775999999999996,67.275999999999996,69.775999999999996,72.275999999999996,74.775999999999996,77.275999999999996,79.775999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,324,1,72.318399999999997,0.034599999999999999,64.811999999999998,67.313999999999993,69.816000000000003,72.317999999999998,74.820999999999998,77.322999999999993,79.825000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,325,1,72.360500000000002,0.034599999999999999,64.849000000000004,67.352999999999994,69.856999999999999,72.36,74.864000000000004,77.367999999999995,79.872
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,326,1,72.402500000000003,0.034610000000000002,64.885000000000005,67.391000000000005,69.897000000000006,72.402000000000001,74.908000000000001,77.414000000000001,79.92
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,327,1,72.444500000000005,0.034610000000000002,64.923000000000002,67.430000000000007,69.936999999999998,72.444000000000003,74.951999999999998,77.459000000000003,79.965999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,328,1,72.486500000000007,0.034610000000000002,64.959999999999994,67.468999999999994,69.977999999999994,72.486000000000004,74.995000000000005,77.504000000000005,80.013000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,329,1,72.528400000000005,0.034619999999999998,64.995999999999995,67.507000000000005,70.016999999999996,72.528000000000006,75.039000000000001,77.55,80.061000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,330,1,72.5702,0.034619999999999998,65.033000000000001,67.545000000000002,70.058000000000007,72.569999999999993,75.082999999999998,77.594999999999999,80.106999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,331,1,72.611999999999995,0.034630000000000001,65.067999999999998,67.582999999999998,70.096999999999994,72.611999999999995,75.126999999999995,77.641000000000005,80.156000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,332,1,72.653800000000004,0.034630000000000001,65.105999999999995,67.622,70.138000000000005,72.653999999999996,75.17,77.686000000000007,80.201999999999998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,333,1,72.695499999999996,0.034639999999999997,65.141000000000005,67.659000000000006,70.177000000000007,72.695999999999998,75.213999999999999,77.731999999999999,80.25
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,334,1,72.737200000000001,0.034639999999999997,65.177999999999997,67.697999999999993,70.218000000000004,72.736999999999995,75.257000000000005,77.775999999999996,80.296000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,335,1,72.778800000000004,0.034639999999999997,65.215999999999994,67.736999999999995,70.257999999999996,72.778999999999996,75.3,77.820999999999998,80.341999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,336,1,72.820300000000003,0.03465,65.251000000000005,67.774000000000001,70.296999999999997,72.819999999999993,75.343999999999994,77.867000000000004,80.39
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,337,1,72.861800000000002,0.03465,65.287999999999997,67.811999999999998,70.337000000000003,72.861999999999995,75.385999999999996,77.911000000000001,80.436000000000007
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,338,1,72.903300000000002,0.034660000000000003,65.322999999999993,67.849999999999994,70.376000000000005,72.903000000000006,75.430000000000007,77.956999999999994,80.483999999999995
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,339,1,72.944699999999997,0.034660000000000003,65.36,67.888000000000005,70.415999999999997,72.944999999999993,75.472999999999999,78.001000000000005,80.528999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,340,1,72.986099999999993,0.034669999999999999,65.394999999999996,67.924999999999997,70.456000000000003,72.986000000000004,75.516999999999996,78.046999999999997,80.576999999999998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,341,1,73.0274,0.034669999999999999,65.432000000000002,67.963999999999999,70.495999999999995,73.027000000000001,75.558999999999997,78.090999999999994,80.623000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,342,1,73.068600000000004,0.034680000000000002,65.466999999999999,68.001000000000005,70.534999999999997,73.069000000000003,75.602999999999994,78.137,80.671000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,343,1,73.109899999999996,0.034680000000000002,65.504000000000005,68.039000000000001,70.573999999999998,73.11,75.644999999999996,78.180999999999997,80.715999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,344,1,73.150999999999996,0.034689999999999999,65.537999999999997,68.075999999999993,70.613,73.150999999999996,75.688999999999993,78.225999999999999,80.763999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,345,1,73.1922,0.034689999999999999,65.575000000000003,68.114000000000004,70.653000000000006,73.191999999999993,75.730999999999995,78.27,80.808999999999997
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,346,1,73.233199999999997,0.034689999999999999,65.611999999999995,68.152000000000001,70.692999999999998,73.233000000000004,75.774000000000001,78.313999999999993,80.855000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,347,1,73.274299999999997,0.034700000000000002,65.646000000000001,68.188999999999993,70.731999999999999,73.274000000000001,75.816999999999993,78.36,80.902000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,348,1,73.315200000000004,0.034700000000000002,65.683000000000007,68.227000000000004,70.771000000000001,73.314999999999998,75.858999999999995,78.403000000000006,80.947000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,349,1,73.356200000000001,0.034709999999999998,65.718000000000004,68.263999999999996,70.81,73.355999999999995,75.902000000000001,78.448999999999998,80.995000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,350,1,73.397099999999995,0.034709999999999998,65.754000000000005,68.302000000000007,70.849000000000004,73.397000000000006,75.944999999999993,78.492000000000004,81.040000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,351,1,73.437899999999999,0.034720000000000001,65.789000000000001,68.337999999999994,70.888000000000005,73.438000000000002,75.988,78.537000000000006,81.087000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,352,1,73.478700000000003,0.034720000000000001,65.825000000000003,68.376000000000005,70.927999999999997,73.478999999999999,76.03,78.581000000000003,81.132000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,353,1,73.519499999999994,0.034729999999999997,65.86,68.412999999999997,70.965999999999994,73.52,76.072999999999993,78.626000000000005,81.179000000000002
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,354,1,73.560199999999995,0.034729999999999997,65.896000000000001,68.450999999999993,71.004999999999995,73.56,76.114999999999995,78.67,81.224000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,355,1,73.600800000000007,0.03474,65.930000000000007,68.486999999999995,71.043999999999997,73.600999999999999,76.158000000000001,78.715000000000003,81.271000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,356,1,73.641400000000004,0.03474,65.965999999999994,68.525000000000006,71.082999999999998,73.641000000000005,76.2,78.757999999999996,81.316000000000003
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,357,1,73.682000000000002,0.034750000000000003,66.001000000000005,68.561000000000007,71.122,73.682000000000002,76.242000000000004,78.802999999999997,81.363
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,358,1,73.722499999999997,0.034750000000000003,66.037000000000006,68.599000000000004,71.161000000000001,73.721999999999994,76.284000000000006,78.846000000000004,81.408000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,359,1,73.763000000000005,0.034759999999999999,66.070999999999998,68.635000000000005,71.198999999999998,73.763000000000005,76.326999999999998,78.891000000000005,81.454999999999998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,360,1,73.803399999999996,0.034759999999999999,66.106999999999999,68.673000000000002,71.238,73.802999999999997,76.369,78.933999999999997,81.5
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,361,1,73.843800000000002,0.034770000000000002,66.141000000000005,68.709000000000003,71.275999999999996,73.843999999999994,76.411000000000001,78.978999999999999,81.546000000000006
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,362,1,73.884200000000007,0.034770000000000002,66.177000000000007,68.745999999999995,71.314999999999998,73.884,76.453000000000003,79.022000000000006,81.590999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,363,1,73.924499999999995,0.034779999999999998,66.210999999999999,68.781999999999996,71.352999999999994,73.924000000000007,76.495999999999995,79.066999999999993,81.638000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,364,1,73.964699999999993,0.034779999999999998,66.247,68.819999999999993,71.391999999999996,73.965000000000003,76.537000000000006,79.11,81.682000000000002
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,365,1,74.004900000000006,0.034790000000000001,66.281000000000006,68.855999999999995,71.430000000000007,74.004999999999995,76.58,79.153999999999996,81.728999999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,366,1,74.045100000000005,0.034790000000000001,66.316999999999993,68.893000000000001,71.468999999999994,74.045000000000002,76.620999999999995,79.197000000000003,81.772999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,367,1,74.0852,0.034799999999999998,66.350999999999999,68.929000000000002,71.507000000000005,74.084999999999994,76.662999999999997,79.242000000000004,81.819999999999993
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,368,1,74.125299999999996,0.034799999999999998,66.387,68.965999999999994,71.546000000000006,74.125,76.704999999999998,79.284000000000006,81.864000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,369,1,74.165300000000002,0.034810000000000001,66.42,69.001999999999995,71.584000000000003,74.165000000000006,76.747,79.328999999999994,81.91
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,370,1,74.205299999999994,0.034819999999999997,66.453999999999994,69.037999999999997,71.620999999999995,74.204999999999998,76.789000000000001,79.373000000000005,81.956999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,371,1,74.245199999999997,0.034819999999999997,66.489999999999995,69.075000000000003,71.66,74.245000000000005,76.83,79.415999999999997,82.001000000000005
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,372,1,74.2851,0.03483,66.522999999999996,69.11,71.697999999999993,74.284999999999997,76.872,79.459999999999994,82.046999999999997
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,373,1,74.325000000000003,0.03483,66.558999999999997,69.147999999999996,71.736000000000004,74.325000000000003,76.914000000000001,79.501999999999995,82.090999999999994
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,374,1,74.364800000000002,0.034840000000000003,66.591999999999999,69.183000000000007,71.774000000000001,74.364999999999995,76.956000000000003,79.546999999999997,82.137
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,375,1,74.404499999999999,0.034840000000000003,66.628,69.22,71.811999999999998,74.403999999999996,76.997,79.588999999999999,82.180999999999997
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,376,1,74.444299999999998,0.034849999999999999,66.661000000000001,69.256,71.849999999999994,74.444000000000003,77.039000000000001,79.632999999999996,82.227000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,377,1,74.483900000000006,0.034849999999999999,66.697000000000003,69.292000000000002,71.888000000000005,74.483999999999995,77.08,79.674999999999997,82.271000000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,378,1,74.523600000000002,0.034860000000000002,66.73,69.328000000000003,71.926000000000002,74.524000000000001,77.120999999999995,79.718999999999994,82.316999999999993
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,379,1,74.563199999999995,0.034860000000000002,66.765000000000001,69.364999999999995,71.963999999999999,74.563000000000002,77.162000000000006,79.762,82.361000000000004
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,380,1,74.602699999999999,0.034869999999999998,66.799000000000007,69.400000000000006,72.001000000000005,74.602999999999994,77.203999999999994,79.805000000000007,82.406999999999996
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,381,1,74.642200000000003,0.034880000000000001,66.831999999999994,69.435000000000002,72.039000000000001,74.641999999999996,77.245999999999995,79.849000000000004,82.453000000000003
